# OpenNGC (https://github.com/mattiaverga/OpenNGC), CC-BY-SA-4.0
# id	common	type	ra_hours	dec_deg	mag	size_arcmin	alias
NGC 5312		GX	13.830714	33.62175	14.62	1.09	
NGC 5313		GX	13.828983	39.984778	12.09	1.81	
NGC 5314		GX	13.769833	70.339556	14.52	0.95	
NGC 5315		PN	13.899136	-66.514167	9.8	0.1	
NGC 5316		OC	13.899228	-61.869111	6.0	9.9	
NGC 5318		GX	13.843336	33.704889	13.5	1.51	
NGC 5319		GX	13.844628	33.761556	16.64	0.65	
NGC 532		GX	1.421483	9.264111	12.21	2.18	
NGC 5320		GX	13.838994	41.366222	12.4	1.82	
NGC 5321		GX	13.845469	33.632611	15.02	0.89	
NGC 5322		GX	13.820908	60.190528	10.14	5.62	
NGC 5323		GX	13.760144	76.828333	14.24	1.05	
NGC 5324		GX	13.868303	-6.058306	12.18	2.22	
NGC 5325		GX	13.848392	38.274778	14.92	0.86	
NGC 5326		GX	13.847417	39.574861	11.87	2.18	
NGC 5327		GX	13.867825	-2.206611	13.82	1.61	
NGC 5328		GX	13.881475	-28.489389	11.71	3.07	
NGC 5329		GX	13.869469	2.325111	12.46	1.48	
NGC 533		GX	1.425378	1.759111	11.47	3.44	
NGC 5330		GX	13.883108	-28.470667	13.57	1.14	
NGC 5331		GX	13.871194	2.103028	99.0	1.1	
NGC 5331 NED01		GX	13.871153	2.100917	16.59	1.07	
NGC 5331 NED02		GX	13.871228	2.108639	14.93	0.56	
NGC 5332		GX	13.868867	16.96975	12.95	1.06	
NGC 5333		GX	13.906728	-48.512528	11.89	2.18	
NGC 5334		GX	13.881794	-1.114639	11.73	3.38	
NGC 5335		GX	13.882378	2.814278	14.24	1.45	
NGC 5336		GX	13.869389	43.242917	13.64	1.22	
NGC 5337		GX	13.873064	39.68725	13.37	1.66	
NGC 5338		GX	13.890708	5.207778	14.11	1.94	
NGC 5339		GX	13.900075	-7.930667	12.24	1.82	
NGC 534		GX	1.412397	-38.129083	14.4	1.19	
NGC 5340		GX	13.816642	72.653833	15.0	0.84	
NGC 5341		GX	13.875544	37.817417	14.11	1.07	
NGC 5342		GX	13.857181	59.863944	14.28	0.92	
NGC 5343		GX	13.903253	-7.588139	14.22	1.23	
NGC 5344		GX	13.832786	73.952889	15.4	0.54	
NGC 5345		GX	13.903958	-1.436472	13.79	1.5	
NGC 5346		GX	13.883858	39.580778	14.71	1.56	
NGC 5347		GX	13.888286	33.490833	12.68	1.62	
NGC 5348		GX	13.903131	5.227444	14.34	3.88	
NGC 5349		GX	13.886981	37.883139	14.96	1.6	
NGC 535		GX	1.425319	-1.408139	14.85	0.97	
NGC 5350		GX	13.889342	40.363944	11.47	2.69	
NGC 5351		GX	13.891031	37.914972	12.15	2.43	
NGC 5352		GX	13.894008	36.134056	14.08	1.42	
NGC 5353		GX	13.890747	40.283028	11.02	2.37	
NGC 5354		GX	13.89075	40.30275	11.38	3.03	
NGC 5355		GX	13.895989	40.338667	13.18	1.15	
NGC 5356		GX	13.916239	5.333722	13.79	2.83	
NGC 5357		GX	13.933208	-30.341444	12.01	2.18	
NGC 5358		GX	13.900114	40.277306	14.58	1.12	
NGC 5359		OC	14.002658	-70.392306	99.0	5.4	
NGC 536		GX	1.439383	34.703028	12.37	2.92	
NGC 5360		GX	13.927431	4.985056	14.93	1.1	
NGC 5361		GX	13.909786	38.449417	14.77	0.76	
NGC 5362		GX	13.914806	41.313528	12.76	1.89	
NGC 5363		GX	13.935336	5.254778	10.21	4.17	
NGC 5364		GX	13.936667	5.014472	10.52	3.8	
NGC 5365		GX	13.964067	-43.931306	11.32	3.88	
NGC 5365A		GX	13.944314	-44.00925	13.52	2.84	
NGC 5365B		GX	13.977658	-43.963722	14.15	1.79	
NGC 5366		GX	13.940239	-0.247556	14.46	0.8	
NGC 5367		RN	13.962186	-39.978417	99.0	2.0	
NGC 5368		GX	13.9081	54.330667	13.86	0.99	
NGC 5369		GX	13.943783	-5.469889	14.38	1.08	
NGC 5370		GX	13.902603	60.678056	14.11	1.37	
NGC 5371		GX	13.927761	40.46175	11.69	3.98	
NGC 5372		GX	13.912775	58.666861	13.37	0.69	
NGC 5373		GX	13.952072	5.251889	15.35	0.6	
NGC 5374		GX	13.958231	6.097	13.68	1.62	
NGC 5375		GX	13.948889	29.164361	12.08	2.34	
NGC 5376		GX	13.921131	59.506611	12.33	1.48	
NGC 5377		GX	13.937964	47.235694	11.27	3.64	
NGC 5378		GX	13.947506	37.79725	13.63	2.03	
NGC 5379		GX	13.9262	59.742806	13.42	2.06	
NGC 538		GX	1.423903	-1.550639	14.62	1.38	
NGC 5380		GX	13.949081	37.610389	12.29	2.0	
NGC 5381		OC	14.011656	-59.586806	99.0	6.3	
NGC 5382		GX	13.970803	6.258694	12.6	1.45	
NGC 5383		GX	13.951381	41.84625	11.57	2.48	
NGC 5384		GX	13.970239	6.518194	13.07	1.8	
NGC 5385		OC	13.875533	76.162778	99.0	0.0	
NGC 5386		GX	13.972872	6.339111	13.65	0.98	
NGC 5387		GX	13.973553	6.071278	14.79	1.17	
NGC 5388		OTHER	13.982769	-14.150889	99.0	0.0	
NGC 5389		GX	13.935092	59.742056	11.98	3.27	
NGC 539		GX	1.422703	-18.163861	13.62	1.32	
NGC 5391		GX	13.961883	46.469583	16.42	0.51	
NGC 5392		GX	13.990214	-3.209194	14.43	0.95	
NGC 5393		GX	14.0089	-28.874583	14.03	0.95	
NGC 5394		GX	13.976014	37.453472	12.94	2.63	
NGC 5395		GX	13.977217	37.424472	11.66	2.49	
NGC 5397		GX	14.019572	-33.945833	12.85	1.62	
NGC 5398		GX	14.022656	-33.063778	12.39	2.76	
NGC 5399		GX	13.992061	34.773583	14.54	1.14	
NGC 54		GX	0.252131	-7.106722	14.31	1.35	
NGC 540		GX	1.452472	-20.036639	15.72	0.82	
NGC 5400		GX	14.010333	-2.857806	14.3	1.4	
NGC 5401		GX	13.995397	36.238111	14.46	1.46	
NGC 5402		GX	13.971264	59.814556	14.54	1.13	
NGC 5403		GX	13.997478	38.182528	14.65	2.75	
NGC 5404		STAR	14.018744	0.085889	99.0	0.0	
NGC 5405		GX	14.019297	7.702278	14.52	0.83	
NGC 5406		GX	14.005589	38.915417	12.33	1.69	
NGC 5407		GX	14.013917	39.156222	14.29	1.37	
NGC 5408		GX	14.055808	-41.377694	11.64	2.84	
NGC 5409		GX	14.029467	9.490278	13.33	1.56	
NGC 541		GX	1.428975	-1.379583	12.19	2.16	
NGC 5410		GX	14.015169	40.988611	14.14	1.15	
NGC 5411		GX	14.033128	8.937694	13.31	1.51	
NGC 5412		GX	13.953758	73.616722	14.78	1.17	
NGC 5413		GX	13.964869	64.910972	14.34	1.29	
NGC 5414		GX	14.034311	9.929306	13.85	0.97	
NGC 5415		GX	13.949144	70.754389	15.0	0.87	
NGC 5416		GX	14.036478	9.440111	13.29	1.29	
NGC 5417		GX	14.036956	8.037111	13.63	1.67	
NGC 5418		GX	14.038219	7.684167	14.39	0.95	
NGC 5419		GX	14.060758	-33.97825	10.77	3.98	
NGC 542		GX	1.441917	34.675278	15.67	1.02	
NGC 5420		GX	14.066639	-14.616861	14.08	1.9	
NGC 5421		GX	14.0283	33.823778	14.3	1.3	
NGC 5421 NED01		GX	14.028164	33.826833	14.39	1.17	
NGC 5421 NED02		GX	14.028364	33.8215	15.11	1.0	
NGC 5422		GX	14.011678	55.164472	11.8	2.81	
NGC 5423		GX	14.046839	9.341389	12.86	1.53	
NGC 5424		GX	14.048806	9.420667	13.14	1.46	
NGC 5425		GX	14.013242	48.443861	14.23	1.58	
NGC 5426		GX	14.056903	-6.069111	12.16	3.06	
NGC 5427		GX	14.057236	-6.030806	12.39	3.61	
NGC 5428		STAR	14.057786	-5.984472	99.0	0.0	
NGC 5429		STAR	14.059267	-6.038278	99.0	0.0	
NGC 543		GX	1.430553	-1.292806	13.17	0.81	
NGC 5430		GX	14.012706	59.328278	12.78	2.18	
NGC 5431		GX	14.051986	9.363056	15.6	0.9	
NGC 5432		OTHER	14.061292	-5.975444	99.0	0.0	
NGC 5433		GX	14.043356	32.510444	13.99	1.52	
NGC 5434		GX	14.056428	9.448083	13.28	1.48	
NGC 5435		STAR	14.066681	-5.931667	99.0	0.0	
NGC 5436		GX	14.061417	9.5735	13.83	1.24	
NGC 5437		GX	14.06315	9.523694	14.91	1.07	
NGC 5438		GX	14.063333	9.610583	14.42	1.18	
NGC 5439		GX	14.032686	46.311917	14.51	1.27	
NGC 544		GX	1.420008	-38.094528	14.46	1.47	
NGC 5440		GX	14.050289	34.757861	13.27	2.84	
NGC 5441		GX	14.053333	34.684611	14.9	0.44	
NGC 5442		GX	14.078672	-9.713667	13.94	1.19	
NGC 5443		GX	14.036611	55.814028	13.11	1.68	
NGC 5444		GX	14.056703	35.132111	11.86	2.48	
NGC 5445		GX	14.05875	35.025306	13.91	1.56	
NGC 5447		EN	14.041222	54.276917	99.0	0.0	
NGC 5448		GX	14.047231	49.172694	11.88	3.77	
NGC 5449		OTHER	14.040908	54.330222	99.0	0.0	
NGC 545		GX	1.433089	-1.340222	13.34	3.01	
NGC 5450		EN	14.041608	54.271028	99.0	0.0	
NGC 5451		EN	14.043625	54.362528	16.7	0.52	
NGC 5452		GX	13.906917	78.220556	14.13	1.25	
NGC 5453		EN	14.048997	54.307972	99.0	0.0	
NGC 5454		GX	14.079364	14.382056	14.22	1.34	
NGC 5455		EN	14.050325	54.241472	15.22	0.63	
NGC 5456		GX	14.083025	11.871639	13.99	1.36	
NGC 5458		EN	14.053464	54.298333	99.0	0.0	
NGC 5459		GX	14.083386	13.131889	14.39	1.27	
NGC 546		GX	1.420225	-38.069083	14.41	1.35	
NGC 5460		OC	14.124392	-48.342528	5.6	13.2	
NGC 5461		EN	14.061503	54.318028	14.38	1.62	
NGC 5462		EN	14.064722	54.365583	18.17	0.13	
NGC 5463		GX	14.102928	9.353444	14.01	1.25	
NGC 5464		GX	14.117889	-30.017111	12.97	1.38	
NGC 5465		STAR	14.107578	-5.506278	14.47	0.0	
NGC 5466		GC	14.090933	28.5345	9.7	6.6	
NGC 5467		STAR	14.108194	-5.481472	15.12	0.0	
NGC 5468		GX	14.109692	-5.453111	12.05	2.28	
NGC 5469		GX	14.208306	8.647944	14.98	0.92	
NGC 547		GX	1.433508	-1.345167	13.34	3.07	
NGC 5470		GX	14.108864	6.029694	14.24	2.6	
NGC 5471		EN	14.074728	54.396917	14.54	0.82	
NGC 5472		GX	14.115283	-5.460472	14.68	1.46	
NGC 5473		GX	14.078675	54.892639	11.47	1.99	
NGC 5474		GX	14.083781	53.662222	11.01	2.39	
NGC 5475		GX	14.086781	55.741861	13.27	1.94	
NGC 5476		GX	14.135692	-6.092056	13.34	1.41	
NGC 5477		GX	14.092583	54.461139	13.78	1.11	
NGC 5478		GX	14.135697	-1.702306	13.64	0.97	
NGC 5479		GX	14.099269	65.69075	15.02	0.93	
NGC 548		GX	1.434031	-1.225611	13.71	0.9	
NGC 5480		GX	14.105994	50.725111	12.18	1.67	
NGC 5481		GX	14.111464	50.723333	13.24	1.76	
NGC 5482		GX	14.141861	8.931917	14.0	1.17	
NGC 5483		GX	14.173619	-43.324611	11.13	3.42	
NGC 5484		GX	14.113394	55.029917	15.74	0.47	
NGC 5485		GX	14.119819	55.001694	11.5	2.51	
NGC 5486		GX	14.1236	55.103083	14.01	1.36	
NGC 5487		GX	14.162194	8.069139	14.61	1.05	
NGC 5488		GX	14.134197	-33.314917	13.31	2.63	
NGC 5489		GX	14.2002	-46.088722	13.16	2.29	
NGC 549		GX	1.418633	-38.00775	15.5	0.59	
NGC 5490		GX	14.165914	17.545556	12.05	1.66	
NGC 5490C		GX	14.168586	17.61575	15.22	0.75	
NGC 5491		GX	14.182597	6.364861	13.82	1.32	
NGC 5492		GX	14.176444	19.612333	13.71	1.58	
NGC 5493		GX	14.191494	-5.043611	11.42	2.17	
NGC 5494		GX	14.206717	-30.644083	12.63	2.33	
NGC 5495		GX	14.206486	-27.108028	13.5	1.52	
NGC 5496		GX	14.19385	-1.159111	13.45	2.69	
NGC 5497		GX	14.175456	38.893556	15.11	0.6	
NGC 5498		GX	14.184592	25.697972	14.73	1.23	
NGC 5499		GX	14.179903	35.9135	14.27	1.12	
NGC 55		GX	0.248222	-39.196639	8.54	29.85	
NGC 550		GX	1.445153	2.022361	13.5	1.82	
NGC 5500		GX	14.170897	48.546111	14.37	0.92	
NGC 5501		GX	14.205606	1.272528	15.0	0.89	
NGC 5502		GX	14.159431	60.409583	16.23	0.63	
NGC 5504		GX	14.204392	15.841917	14.04	1.18	
NGC 5504B		GX	14.203533	15.868889	15.23	0.56	
NGC 5504C		GX	14.204386	15.879333	15.65	0.81	
NGC 5505		GX	14.208808	13.304722	13.13	0.89	
NGC 5506		GX	14.220803	-3.207583	12.56	2.88	
NGC 5507		GX	14.222186	-3.148889	12.44	1.6	
NGC 5508		GX	14.208067	24.6355	15.03	0.98	
NGC 5509		GX	14.210994	20.387	14.97	1.19	
NGC 551		GX	1.461294	37.182917	13.42	1.49	
NGC 5510		GX	14.227006	-17.983806	14.26	0.95	
NGC 5511		GX	14.218172	8.631889	15.62	0.68	
NGC 5512		GX	14.211425	30.855056	15.3	0.67	
NGC 5513		GX	14.219064	20.416278	13.78	2.02	
NGC 5514		GX	14.227439	7.659528	99.0	1.3	
NGC 5514 NED01		GX	14.227344	7.660528	14.37	1.15	
NGC 5514 NED02		GX	14.227606	7.658	15.89	0.85	
NGC 5515		GX	14.210603	39.310278	13.7	1.22	
NGC 5516		GX	14.265192	-48.114861	11.99	2.39	
NGC 5517		GX	14.214233	35.710889	14.73	1.01	
NGC 5518		GX	14.229911	20.848306	14.51	1.28	
NGC 5519		GX	14.239131	7.515917	14.51	1.77	
NGC 552		STAR	1.436153	33.405861	99.0	0.0	
NGC 5520		GX	14.206331	50.348417	12.75	1.61	
NGC 5521		GX	14.256589	4.408528	14.62	0.61	
NGC 5522		GX	14.247325	15.146889	14.0	1.87	
NGC 5523		GX	14.247867	25.317611	13.13	2.04	
NGC 5524		STAR	14.233511	36.417361	99.0	0.0	
NGC 5525		GX	14.260897	14.282611	12.84	1.21	
NGC 5526		GX	14.2316	57.771333	14.24	1.1	
NGC 5527		GX	14.240897	36.4045	14.94	0.94	
NGC 5528		GX	14.2722	8.293472	14.66	0.99	
NGC 5529		GX	14.259464	36.226583	11.91	5.79	
NGC 553		GX	1.436833	33.405	14.93	0.91	
NGC 5530		GX	14.307542	-43.388583	11.19	4.86	
NGC 5531		GX	14.278694	10.884778	14.7	1.07	
NGC 5532		GX	14.281375	10.807389	11.94	2.34	
NGC 5533		GX	14.268817	35.343833	11.81	2.86	
NGC 5534		GX	14.294517	-7.417417	12.49	1.36	
NGC 5535		GX	14.292019	8.208389	15.74	0.66	
NGC 5536		GX	14.273294	39.502194	14.41	0.83	
NGC 5537		GX	14.293636	7.055	15.05	0.94	
NGC 5538		GX	14.295136	7.476667	15.5	0.89	
NGC 5539		GX	14.293825	8.179611	15.05	1.15	
NGC 554		GX	1.452667	-22.725	99.0	1.42	
NGC 5540		GX	14.248453	60.011111	14.7	1.1	
NGC 5541		GX	14.2755	39.589056	13.58	0.92	
NGC 5542		GX	14.298111	7.558778	14.84	0.6	
NGC 5543		GX	14.301131	7.654861	15.18	0.79	
NGC 5544		GX	14.284033	36.571583	13.89	1.03	
NGC 5545		GX	14.284767	36.575111	13.2	0.97	
NGC 5546		GX	14.302564	7.564556	12.29	1.57	
NGC 5547		GX	14.162556	78.601056	14.83	0.74	
NGC 5548		GX	14.299869	25.136778	13.37	1.33	
NGC 5549		GX	14.310781	7.377333	13.95	1.53	
NGC 554A		GX	1.452694	-22.724667	15.0	1.42	
NGC 554B		GX	1.452656	-22.725722	14.76	0.2	
NGC 555		GX	1.453281	-22.762167	15.31	0.74	
NGC 5550		GX	14.307769	12.883083	14.09	1.1	
NGC 5551		GX	14.315233	5.451472	14.88	0.81	
NGC 5552		GX	14.317736	7.031694	15.12	0.91	
NGC 5553		GX	14.308258	26.287833	14.59	1.15	
NGC 5554		GX	14.320833	7.021139	15.12	0.65	
NGC 5555		GX	14.313356	-19.138917	15.14	0.61	
NGC 5556		GX	14.342803	-29.241778	11.82	3.45	
NGC 5557		GX	14.307144	36.493556	11.02	2.28	
NGC 5559		GX	14.320217	24.798722	14.81	1.31	
NGC 556		GX	1.453503	-22.69775	15.56	0.45	
NGC 5560		GX	14.334581	3.992472	12.35	3.45	
NGC 5561		GX	14.289675	58.7505	15.45	0.65	
NGC 5562		GX	14.336403	10.262833	14.37	0.8	
NGC 5563		GX	14.336969	7.055417	15.13	0.95	
NGC 5565		STAR	14.321806	6.994944	99.0	0.0	
NGC 5566		GX	14.338858	3.93375	10.51	5.36	
NGC 5567		GX	14.321567	35.137944	14.48	1.06	
NGC 5568		GX	14.322589	35.092167	15.43	0.74	
NGC 5569		GX	14.342247	3.983222	14.89	1.11	
NGC 557		GX	1.440319	-1.638722	14.82	1.45	
NGC 5571		OTHER	14.325564	35.150944	99.0	0.0	
NGC 5572		GX	14.326472	36.140667	15.04	0.89	
NGC 5573		GX	14.344864	6.907306	15.01	1.24	
NGC 5574		GX	14.348881	3.238	12.45	1.32	
NGC 5575		GX	14.349836	6.202667	14.35	0.91	
NGC 5576		GX	14.351022	3.271	10.9	2.83	
NGC 5577		GX	14.353642	3.435778	13.47	2.86	
NGC 5579		GX	14.340689	35.188806	14.54	1.49	
NGC 558		GX	1.454492	-1.970889	15.24	0.62	
NGC 5580		GX	14.360669	35.204861	13.55	1.54	
NGC 5581		GX	14.354531	23.480028	14.67	0.6	
NGC 5582		GX	14.345311	39.693583	11.62	2.2	
NGC 5583		GX	14.36125	13.232389	14.2	0.84	
NGC 5584		GX	14.373269	-0.387667	12.77	3.13	
NGC 5585		GX	14.330056	56.729056	11.02	4.27	
NGC 5586		OTHER	14.368794	13.184278	99.0	0.0	
NGC 5587		GX	14.369642	13.918056	13.79	2.13	
NGC 5588		GX	14.356975	35.270639	14.2	0.95	
NGC 559		OC	1.492547	63.301444	9.5	9.0	
NGC 5591		GX	14.376111	13.716667	99.0	1.4	
NGC 5591 NED01		GX	14.375914	13.717194	13.88	0.85	
NGC 5591 NED02		GX	14.376322	13.717361	15.85	1.02	
NGC 5592		GX	14.398625	-28.688056	12.73	1.63	
NGC 5593		OC	14.42755	-54.798694	99.0	4.5	
NGC 5594		GX	14.386197	26.265806	14.8	1.47	
NGC 5595		GX	14.403678	-16.723	12.02	2.12	
NGC 5596		GX	14.37465	37.122194	13.5	1.04	
NGC 5597		GX	14.407622	-16.76275	12.89	2.0	
NGC 5598		GX	14.374522	40.319806	14.1	1.55	
NGC 5599		GX	14.397392	6.576111	14.56	1.34	
NGC 56		OTHER	0.255739	12.444528	99.0	0.0	
NGC 560		GX	1.457061	-1.912972	12.9	2.09	
NGC 5600		GX	14.397089	14.638778	12.39	1.6	
NGC 5601		GX	14.381467	40.309583	15.47	0.83	
NGC 5602		GX	14.371897	50.501389	12.53	1.31	
NGC 5603		GX	14.383758	40.377417	13.01	1.11	
NGC 5604		GX	14.411889	-3.212167	12.87	1.8	
NGC 5605		GX	14.418769	-13.163	12.5	1.5	
NGC 5606		OC	14.463133	-59.63225	7.7	3.6	
NGC 5607		GX	14.324083	71.588222	13.5	0.87	
NGC 5608		GX	14.388303	41.775889	13.36	1.66	
NGC 5609		GX	14.39675	34.842778	16.18	0.48	
NGC 561		GX	1.471878	34.308639	14.02	1.4	
NGC 5610		GX	14.406372	24.614139	14.29	1.73	
NGC 5611		GX	14.401328	33.047389	13.46	1.36	
NGC 5612		GX	14.567014	-78.3875	12.08	1.94	
NGC 5613		GX	14.401656	34.892111	15.6	0.56	
NGC 5614		GX	14.402108	34.858861	11.71	2.43	
NGC 5615		GX	14.401806	34.865	15.29	0.16	
NGC 5616		GX	14.40575	36.461417	14.55	2.13	
NGC 5617		OC	14.495575	-60.710833	6.3	5.1	
NGC 5618		GX	14.453281	-2.262417	13.4	1.45	
NGC 5619		GX	14.455064	4.802833	13.89	2.29	
NGC 5619B		GX	14.458992	4.821611	14.76	1.05	
NGC 562		GX	1.474794	48.387083	14.46	0.91	
NGC 5621		OTHER	14.463836	8.24025	99.0	0.0	
NGC 5622		GX	14.436719	48.564	13.44	1.34	
NGC 5623		GX	14.452411	33.252556	12.53	1.65	
NGC 5624		GX	14.443114	51.585361	13.69	1.02	
NGC 5625		GX	14.450417	39.956944	99.0	1.2	
NGC 5625 NED01		GX	14.450167	39.956222	16.74	0.48	
NGC 5625 NED02		GX	14.450647	39.957278	14.84	1.0	
NGC 5626		GX	14.496969	-29.748472	14.02	1.37	
NGC 5627		GX	14.476189	11.37825	14.55	1.28	
NGC 5628		GX	14.473831	17.924361	14.45	0.97	
NGC 5629		GX	14.471214	25.848778	12.19	1.71	
NGC 5630		GX	14.460169	41.25775	13.61	1.48	
NGC 5631		GX	14.442583	56.582639	11.56	1.95	
NGC 5633		GX	14.457883	46.146528	12.46	1.09	
NGC 5634		GC	14.493689	-5.976417	10.05	4.5	
NGC 5635		GX	14.475489	27.408944	13.9	2.62	
NGC 5636		GX	14.494172	3.266306	13.85	1.36	
NGC 5637		GX	14.483222	23.1915	14.5	0.84	
NGC 5638		GX	14.49455	3.233306	11.21	1.94	
NGC 5639		GX	14.479597	30.412944	14.53	1.26	
NGC 564		GX	1.463392	-1.879528	12.51	1.72	
NGC 5640		GX	14.344669	80.123111	15.5	0.78	
NGC 5641		GX	14.48795	28.821889	13.29	2.07	
NGC 5642		GX	14.487081	30.026444	14.2	1.77	
NGC 5643		GX	14.54465	-44.174417	11.49	5.27	
NGC 5644		GX	14.507106	11.928	13.93	1.24	
NGC 5645		GX	14.510931	7.275083	12.41	2.02	
NGC 5646		GX	14.492781	35.461944	15.03	1.19	
NGC 5647		GX	14.510028	11.876694	15.41	1.02	
NGC 5648		GX	14.509056	14.023056	14.29	0.77	
NGC 565		GX	1.469494	-1.306028	14.42	1.46	
NGC 5650		GX	14.516967	5.978417	13.8	1.05	
NGC 5653		GX	14.502894	31.2155	12.22	1.6	
NGC 5654		GX	14.500369	36.360917	14.12	1.25	
NGC 5655		GX	14.514147	13.96875	14.06	0.73	
NGC 5656		GX	14.507086	35.321028	12.43	1.26	
NGC 5657		GX	14.512111	29.180833	14.34	1.75	
NGC 5659		GX	14.518372	25.355111	14.75	1.79	
NGC 566		GX	1.484156	32.33225	14.53	1.21	
NGC 5660		GX	14.497169	49.622667	11.91	2.64	
NGC 5661		GX	14.532608	6.250417	14.24	1.14	
NGC 5662		OC	14.593772	-56.618083	5.5	8.1	
NGC 5663		GX	14.565639	-16.581056	15.1	0.92	
NGC 5664		GX	14.562117	-14.619694	14.52	0.85	
NGC 5665		GX	14.540483	8.078639	12.61	1.88	
NGC 5665A		OTHER	14.540928	8.078722	99.0	0.0	
NGC 5666		GX	14.552558	10.510806	13.52	0.97	
NGC 5667		GX	14.506364	59.469778	12.95	1.62	
NGC 5668		GX	14.556761	4.450444	11.71	1.91	
NGC 5669		GX	14.545414	9.890444	12.97	2.57	
NGC 567		GX	1.450667	-10.26525	14.97	1.21	
NGC 5670		GX	14.593342	-45.966972	11.96	2.59	
NGC 5671		GX	14.461667	69.694167	14.32	1.41	
NGC 5672		GX	14.543983	31.670167	13.52	0.91	
NGC 5673		GX	14.525253	49.958722	12.17	2.33	
NGC 5674		GX	14.564511	5.458222	13.7	1.15	
NGC 5675		GX	14.544397	36.302194	14.0	2.27	
NGC 5676		GX	14.546347	49.457889	11.22	3.59	
NGC 5677		GX	14.570206	25.468028	14.7	0.94	
NGC 5678		GX	14.534892	57.921444	11.43	2.96	
NGC 5679		GX	14.58575	5.356389	99.0	1.6	
NGC 5679A		GX	14.585108	5.356833	14.2	0.78	
NGC 5679B		GX	14.585767	5.358944	14.33	1.08	
NGC 5679C		GX	14.586386	5.354278	17.43	0.27	
NGC 568		GX	1.465836	-35.717694	12.62	2.04	
NGC 5680		GX	14.595703	-0.013361	15.32	0.96	
NGC 5681		GX	14.595242	8.300611	14.3	0.86	
NGC 5682		GX	14.579161	48.67025	14.34	0.65	
NGC 5683		GX	14.581236	48.661917	15.04	0.57	
NGC 5684		GX	14.597267	36.543222	12.72	1.41	
NGC 5685		GX	14.604269	29.908389	14.72	1.05	
NGC 5686		GX	14.600719	36.503194	14.92	0.77	
NGC 5687		GX	14.581222	54.475861	11.74	2.41	
NGC 5688		GX	14.659764	-45.019	11.81	4.13	
NGC 5689		GX	14.591581	48.741639	11.8	3.66	
NGC 569		GX	1.485322	11.131472	14.65	0.99	
NGC 5690		GX	14.628075	2.290833	12.48	3.2	
NGC 5691		GX	14.631483	-0.398889	12.38	1.86	
NGC 5692		GX	14.638364	3.410333	13.41	0.95	
NGC 5693		GX	14.603108	48.585028	14.26	1.57	
NGC 5694		GC	14.660142	-26.538333	10.89	3.3	
NGC 5695		GX	14.622811	36.567806	12.93	0.99	
NGC 5696		GX	14.615856	41.828111	13.95	1.21	
NGC 5697		GX	14.608906	41.685889	14.66	1.0	
NGC 5698		GX	14.62075	38.454278	14.01	1.73	
NGC 5699		GX	14.6451	30.465917	15.66	0.61	
NGC 57		GX	0.258575	17.328528	11.65	2.11	
NGC 570		GX	1.482956	-0.949	12.79	1.62	
NGC 5700		GX	14.6171	48.544833	15.09	0.99	
NGC 5701		GX	14.653078	5.363472	11.2	2.0	
NGC 5702		GX	14.648633	20.506722	14.31	1.19	
NGC 5703		GX	14.647228	30.442528	14.38	1.51	
NGC 5704		GX	14.637856	40.45675	13.81	1.56	
NGC 5705		GX	14.663803	-0.718472	14.03	1.35	
NGC 5707		GX	14.625214	51.561861	13.21	2.38	
NGC 571		GX	1.498883	32.501333	14.97	0.71	
NGC 5710		GX	14.654497	20.043694	12.99	1.42	
NGC 5711		GX	14.656267	19.990889	15.14	1.03	
NGC 5712		GX	14.494922	78.86425	15.22	0.72	
NGC 5713		GX	14.669864	-0.288972	11.32	2.47	
NGC 5714		GX	14.636533	46.63825	14.1	2.84	
NGC 5715		OC	14.724914	-57.577028	9.8	3.6	
NGC 5716		GX	14.684867	-17.476972	13.53	1.57	
NGC 5717		GX	14.643803	46.663139	15.23	1.02	
NGC 5718		GX	14.678567	3.465417	14.27	1.54	
NGC 5719		GX	14.682322	-0.318222	13.37	3.08	
NGC 572		GX	1.476783	-39.307306	15.14	0.89	
NGC 5720		GX	14.642581	50.815222	14.45	1.9	
NGC 5721		GX	14.648044	46.674444	14.4	0.35	
NGC 5722		GX	14.648447	46.665611	15.38	0.72	
NGC 5723		GX	14.649422	46.689611	16.55	0.64	
NGC 5724		STAR	14.650592	46.692028	18.0	0.0	
NGC 5725		GX	14.682867	2.186556	14.45	0.95	
NGC 5726		GX	14.715569	-18.444889	13.97	1.2	
NGC 5727		GX	14.673922	33.989111	13.65	0.78	
NGC 5728		GX	14.706639	-17.253083	11.51	3.2	
NGC 5729		GX	14.701911	-9.009444	12.98	2.47	
NGC 573		GX	1.513708	41.257306	13.52	0.39	
NGC 5730		GX	14.664489	42.742361	14.45	2.01	
NGC 5731		GX	14.669225	42.779556	14.1	1.5	
NGC 5732		GX	14.677486	38.637806	14.34	1.23	
NGC 5733		GX	14.712758	-0.351083	14.68	0.99	
NGC 5734		GX	14.752514	-20.870472	13.77	1.4	
NGC 5735		GX	14.709233	28.726444	13.36	2.0	
NGC 5736		GX	14.725225	11.202694	14.69	0.96	
NGC 5737		GX	14.71995	18.879944	14.58	1.14	
NGC 5738		GX	14.732325	1.604167	14.64	0.94	
NGC 5739		GX	14.708031	41.842333	13.27	1.75	
NGC 574		GX	1.484189	-35.598917	14.28	1.15	
NGC 5740		GX	14.740125	1.679778	11.9	2.7	
